tweet_text,tweet_category,tweet_topics,tweet_location,tweet_state,tweet_region,user_gender,retweet_count,tweet_date,tweet_time,day_of_week
@RussellWGordon I want to start peppering my sentences with the phrase Lord Jesus said my best old southern lady voice #NewYearsResolution,Humor,Humor about New Years,richland wa,WA,West,female,NULL,2014-12-23,14,Tuesday
Bought a fitness tracker to keep in shape #NewYearsResolution,Health & Fitness,Go to the gym more,Chicago,IL,Midwest,male,NULL,2014-12-23,14,Tuesday
Starting my #newyearsresolution early #healthyfood  #colorfulplate. Come on people star the trend!!‰Û_ http://t.co/KS1asxlvAv,Health & Fitness,Drink Less Caffine,Miami,FL,South,female,NULL,2014-12-23,15,Tuesday
#NewYearsResolution prove everyone wrong. #NoLove,Family/Friends/Relationships,Other,"St.marys Wv ",WV,South,male,NULL,2014-12-23,15,Tuesday
#NewYearsResolution No more tweeting/texting while driving _ÙªÉ_ÙªÉ,Personal Growth,Be more positive,seattle,WA,West,female,NULL,2014-12-23,15,Tuesday
#newyearsresolution get a net profile pict!,Personal Growth,Use more social media,"Austin, TX ",TX,South,female,NULL,2014-12-23,16,Tuesday
RT @WhoTFisjohnny: #NewYearsResolution STAY FOCUSED,Personal Growth,Make better decisions,Florida,FL,South,female,NULL,2014-12-23,16,Tuesday
"My #NewYearsResolution is getting my new next gen #gaming console, either a Xbox one or ps4 or Wii u.",Recreation & Leisure,Other,"New York, New York",NY,Northeast,female,NULL,2014-12-23,16,Tuesday
Should I go to community college next year or go to a 4 year university... Hmm #NewYearsResolution,Education/Training,Study More,VA,VA,South,male,NULL,2014-12-23,16,Tuesday
Dont give much credence to the Gregorian calendar....however my 1  #NewYearsResolution = get back to Kenya ASAP,Recreation & Leisure,Take a cross country trip,"Seattle, WA",WA,West,male,NULL,2014-12-23,17,Tuesday
#NewYearsResolution - to help as many #Entrepreneurs as I possibly can with funding and consulting so that they may experience #growth,Philanthropic,Other,"new orleans ",LA,South,male,NULL,2014-12-23,17,Tuesday
2014- the year of ideas....2015 - the year of execution! #2015 #NewYearsResolution,Education/Training,Learn a new skill,"New York, NY",NY,Northeast,female,NULL,2014-12-23,17,Tuesday
#NewYearsResolution edit: get out of town more than I did in 2014 period,Recreation & Leisure,Take a trip,"Milwaukee, WI",WI,Midwest,male,NULL,2014-12-23,17,Tuesday
No chill all year round #NewYearsResolution,Recreation & Leisure,Other,"#CowboysNation, TEXAS ",TX,South,male,NULL,2014-12-23,17,Tuesday
#NewYearsResolution - that college graduates of the Class of 2015 enter into #entrepreneurship instead of a #job,Education/Training,Study More,"new orleans ",LA,South,male,NULL,2014-12-23,17,Tuesday
#NewYearsResolution - that #neworleans experiences economic growth and worth valued at 1 billion!,Finance,Manage debt,"new orleans ",LA,South,male,NULL,2014-12-23,17,Tuesday
#NewYearsResolution get more piercings,Personal Growth,Improve my appearance,American University,DC,South,female,NULL,2014-12-23,17,Tuesday
RT @Amandazz101: #NewYearsResolution ;be apart of a big crew _ÙÔÇ_ÙÔ__ÙÔ__ÙÔÇ_ÙÔ__ÙÔÂ_ÙÔÂ_ÙÔ_,Personal Growth,Be More Fun,Boston,MA,Northeast,female,NULL,2014-12-23,17,Tuesday
I am so #excited for the #newyear! #2015 is going to be a year of #change for me! #NewYearsResolution #ready #can'twait,Personal Growth,Respect Others,"Taberg New York ",NY,Northeast,female,NULL,2014-12-23,17,Tuesday
I truly need to grow a pair &amp; stop being so nice to awful people. #newyearsresolution,Personal Growth,Appreciate what I have,Lax City,CA,West,female,NULL,2014-12-23,17,Tuesday
May I find more work onstage and on-film in 2015! #NewYearsResolution,Career,Get a new job,New York City,NY,Northeast,male,NULL,2014-12-23,18,Tuesday
Already have a #NewYearsResolution  picked out: its time to leave all these feelings in the past #neverworthmytime #goodbyepast #hellofuture,Personal Growth,Improve my attitude,New York,NY,Northeast,female,NULL,2014-12-23,18,Tuesday
"#NewYearsResolution #1 Stop gossiping completely. I don't do it as much as I used to, but fr it's counterproductive and UGLY.  #progress",Personal Growth,Gossip Less,"760, California",CA,West,female,NULL,2014-12-23,18,Tuesday
"I plan on forcibly preventing anyone within arms reach from saying, ""let's do this,"" in 2015. #NewYearsResolution",Humor,Humor about not Resolutions in general,"Austin, TX",TX,South,male,NULL,2014-12-23,18,Tuesday
#NewYearsResolution To continue not to care what people think or say about me _Ù÷÷,Personal Growth,Appreciate what I have,Georgia,GA,South,female,NULL,2014-12-23,18,Tuesday
Or get a puppy... #NewYearsResolution http://t.co/z9RUEjnyRO,Humor,Humor about not Resolutions in general,Los Angeles,CA,West,male,NULL,2014-12-23,18,Tuesday
Or get a baby hedgehog #NewYearsResolution http://t.co/dk9KLH8OKl,Personal Growth,Adopt a pet,Los Angeles,CA,West,male,NULL,2014-12-23,18,Tuesday
Figure out how magnets work... #NewYearsResolution http://t.co/cjyrdqjESe,Humor,Other,Los Angeles,CA,West,male,NULL,2014-12-23,18,Tuesday
Next year I will finally send out a Christmas card. #NewYearsResolution,Personal Growth,Improve my attitude,"Memphis, TN",TN,South,female,NULL,2014-12-23,18,Tuesday
Instead of making a #NewYearsResolution choose to reflect on all you've accomplished this year. It might just surprise you.,Personal Growth,Appreciate what I have,"San Francisco, CA",CA,West,female,NULL,2014-12-23,19,Tuesday
3. SLIGHT ABS #NewYearsResolution To be Continued... _ÙÕ©,Health & Fitness,Eat healthier,"Hialeah, Fl",FL,South,female,NULL,2014-12-23,19,Tuesday
I want to drink Champagne and make out #NewYearsResolution,Humor,Humor about Family/Friends/Relationships Resolutions,"Finger Lakes ",NY,Northeast,female,NULL,2014-12-23,19,Tuesday
My New Year's resolution is to drink wine daily. I've started early and I'm super proud of how well it is going! #NewYearsResolution,Health & Fitness,Other,"Chicago, IL",IL,Midwest,male,NULL,2014-12-23,19,Tuesday
#NewYearsResolution 8 pack !,Humor,Humor about Health and Fitness Resolutions,RI,RI,Northeast,male,NULL,2014-12-23,19,Tuesday
Time to do a little erasing and a lot of rearranging! #NewYearsResolution,Time Management/Organization,Re-organize,Kansas,KS,Midwest,female,NULL,2014-12-23,20,Tuesday
#NewYearsResolution don't be too critical on Zona. _Ù÷â,Personal Growth,Improve my attitude,"Tucson, Arizona",AZ,West,female,NULL,2014-12-23,20,Tuesday
#NewYearsResolution go to the #Gem https://t.co/vWypGDDWNK,Health & Fitness,Eat less meat,"Oakland, Ca",CA,West,male,NULL,2014-12-23,20,Tuesday
"In 2015, all of my hugs will take you to the ground. #NewYearsResolution",Family/Friends/Relationships,Other,Los Angeles,CA,West,male,NULL,2014-12-23,20,Tuesday
Dad did find me an eventing barn. I've always wanted to try eventing. #crosscountry #eventing #equestrian #NewYearsResolution,Recreation & Leisure,Take more vacation,Edmonton/Dallas,TX,South,female,NULL,2014-12-23,20,Tuesday
#NewYearsResolution stay up to date with everything going on within my family because I'm so out of the loop.,Family/Friends/Relationships,Spend more time with family,L O N G B E A C H S T A T E,AK,West,female,NULL,2014-12-23,21,Tuesday
"2015 is the year we stop saying ""Bless you"" to strangers after they sneeze. #NewYearsResolution",Humor,Humor about Family/Friends/Relationships Resolutions,"Wilmington, NC, USA",NC,South,male,NULL,2014-12-23,21,Tuesday
#NewYearsResolution #1 Buy more guitar gear,Recreation & Leisure,Other,"Euegne, OR",OR,West,male,NULL,2014-12-23,21,Tuesday
"Yeah it'll be a new year, but it'll still be the same me, so buckle up. #NewYearsResolution",Personal Growth,Be more positive,"St. Louis, Mo USA",MO,Midwest,female,NULL,2014-12-23,21,Tuesday
"Last #workout at #Crunch of the year... My #NewYearsResolution is to enjoy over the holidays, eat‰Û_ http://t.co/scSIBTtvnk",Recreation & Leisure,Spend more time outside,"Los Angeles, CA",CA,West,male,NULL,2014-12-23,22,Tuesday
#NewYearsresolution is to begin #ballet and do the #splits,Health & Fitness,Excersize More,"San Diego ",CA,West,female,NULL,2014-12-23,23,Tuesday
One #NewYearsResolution is to improve my image: next December I'll only attend Handsome-Christmas-Sweater parties.,Personal Growth,Improve my appearance,california's bakersfield,CA,West,male,NULL,2014-12-23,23,Tuesday
"Haha remember when I used to be super athletic and fit? Yeah, I miss that... #newyearsresolution‰Û_ http://t.co/49GNzZEilo",Health & Fitness,Improve my body,Eau Claire,WI,Midwest,female,NULL,2014-12-24,0,Wednesday
I'm gonna cut my hair and go back blonde #NewYearsResolution I'm tired of waiting!,Recreation & Leisure,Other,Texas,TX,South,female,NULL,2014-12-24,2,Wednesday
I'm gonna marry Austin Swift@austinswift7 #NewYearsResolution,Family/Friends/Relationships,Make new friends,Cleveland with a little NYC,OH,Midwest,female,NULL,2014-12-24,2,Wednesday
New Year's resolution - Take care of me! What is yours? #NewYearsResolution,Personal Growth,Be more positive,"East Brunswick, NJ",NJ,Northeast,female,NULL,2014-12-24,3,Wednesday
In honor of my #NewYearsResolution to learn Spanish #rosettastone #PCSB ESOL http://t.co/3zmp1Ol1yN,Education/Training,Learn a new language,Florida,FL,South,female,NULL,2014-12-24,4,Wednesday
Getting in shape and working out at least 3 times a week #newyearsresolution #dropthebabyweight,Health & Fitness,Go to the gym more,Texas,TX,South,male,NULL,2014-12-24,4,Wednesday
"The road to the #future has only one exit, so don't get off to ask directions.  #NewYearsResolution #futurist",Personal Growth,Focus on My Future,"Boise, Idaho",ID,West,male,NULL,2014-12-24,5,Wednesday
Let's get back to looks nj like this in 2015. #NewYearsResolution http://t.co/MTmcfvLtLV http://t.co/HNRks3punj,Health & Fitness,Go gluten free,New York/ New Jersey,NJ,Northeast,male,NULL,2014-12-24,5,Wednesday
#NewYearsResolution: #1 keep my @goodreads page up to date. I was a major slacker in 2014.,Recreation & Leisure,Spend more time on my hobby,"Palm Beach, Florida",FL,South,female,NULL,2014-12-24,5,Wednesday
"All I want to do is travel, dance, sip lemoncello and let my curls blow in the air #lifegoals #NewYearsResolution #morning #thought",Recreation & Leisure,Take more vacation,"New York, New York",NY,Northeast,female,NULL,2014-12-24,6,Wednesday
Checklist #FreshFade #GotTooTan #ChistmasEveCrossfit if you haven't began 2015 #NewYearsResolution #YourLate,Health & Fitness,Lose weight,1021 9th st Eastern Illinois,IL,Midwest,male,NULL,2014-12-24,7,Wednesday
@offkey_kc Thanks for the follow! FYI: Performing karaoke is a big fear I hope to overcome in 2015... #NewYearsResolution,Recreation & Leisure,Other,"Topeka, Kansas",KS,Midwest,female,NULL,2014-12-24,7,Wednesday
I'm not going to tell you #BlackLivesMatter I'm going to continue showing you. #NewYearsResolution,Personal Growth,Other,"Washington, DC",DC,South,female,NULL,2014-12-24,8,Wednesday
My #NewYearsResolution is to #win #everyday_Ù÷_Ù÷_Ù÷_Ù÷,Personal Growth,Acheive My Goals,philadelphia,PA,Northeast,male,NULL,2014-12-24,8,Wednesday
Not to like or take anymore selfies #NewYearsResolution,Personal Growth,Other,"Surrounded by corn, Indiana",IN,Midwest,female,NULL,2014-12-24,8,Wednesday
"""Letting go of old assumptions clears the way for an exciting new direction""#NewYearsResolution",Personal Growth,Focus on My Future,"Tennessee ",TN,South,female,NULL,2014-12-24,8,Wednesday
I think im going to try to use my twitter this year. Even if I already know it will last only 3 days. #NewYearsResolution #sowhat,Recreation & Leisure,Hike more,"Piscataway, NJ",NJ,Northeast,female,NULL,2014-12-24,8,Wednesday
Can't wait for 2015 to start _Ù_ä #NewYearsResolution #newyear deff #newme,Personal Growth,Other,New Jersey ‰Û¢ FL‰_•ü,FL,South,female,NULL,2014-12-24,8,Wednesday
#motivation. Set plan. Skill set to do it. #NewYearsResolution Taking my @ThirtyOne business to the next level in 2015!,Career,Make more money,"Springfield, MO",MO,Midwest,female,NULL,2014-12-24,8,Wednesday
My #NewYearsResolution is to develop an unhealthy obsession with other men's' physiques and spend an inordinate amnt of time working out.,Health & Fitness,Other,"Broadview Heights, Ohio",OH,Midwest,male,NULL,2014-12-24,8,Wednesday
Let's make it a goal to eliminate faxing in 2015. #NewYearsResolution,Personal Growth,Improve my attitude,St. Louis,MO,Midwest,female,NULL,2014-12-24,8,Wednesday
I've never made and stuck to a #NewYearsResolution but this year I came up with 5 things that seem pretty doable :) http://t.co/bNUHZVGJMv,Personal Growth,Have more patience,"Detroit, mi",MI,Midwest,female,NULL,2014-12-24,8,Wednesday
#2015 start the year right with healthy thinking. Leave negative thoughts in the past. #NewYearsResolution,Personal Growth,Spend less time on Facebook,NYC,NY,Northeast,female,NULL,2014-12-24,8,Wednesday
Great new years resolution.  Learn to #budget.http://t.co/F8v3306pxF#NewYearsResolution#financialadvice#finance,Finance,Save money,"Denver, CO",CO,West,male,NULL,2014-12-24,9,Wednesday
"Also,  #NewYearsResolution is: fix my sleeping pattern and get a job that dosen't require waking up at 2am.",Career,Get a new job,San Mateo County,CA,West,male,NULL,2014-12-24,9,Wednesday
@JulienKang #NewYearsResolution improve my janggo performance,Personal Growth,Improve my appearance,"Virginia, USA",VA,South,female,NULL,2014-12-24,9,Wednesday
"I have two movie ideas, but no idea how to write a script. #NewYearsResolution for 2015 is to write both.",Career,Work for myself,Orange County,CA,West,male,NULL,2014-12-24,9,Wednesday
"@zachteck It's a #ChristmasMiracle, my #NewYearsResolution is to eat a whole donut. http://t.co/Sc2mxo9XuQ",Health & Fitness,Eat healthier,Minneapolis / St. Paul,MN,Midwest,female,NULL,2014-12-24,10,Wednesday
"""@saymorris: MERRY CHRISTMAS! Love, @krispykreme _Ù_É_Ù_ã_Ù__Ù© http://t.co/URTb9L7cG2""  I really wished those were vegan. #NewYearsResolution",Health & Fitness,Improve my body,"Richmond,VA",VA,South,female,NULL,2014-12-24,10,Wednesday
My #NewYearsResolution is to be in the gym by 630 and out by 900 so I have alllllll day to POUND food.,Health & Fitness,Drink more water,AZ,AZ,West,male,NULL,2014-12-24,10,Wednesday
My #NewYearsResolution is to make time for myself in my life.,Personal Growth,Focus on my self,Los Angeles/OC,CA,West,female,NULL,2014-12-24,10,Wednesday
I vow to never watch a #tedtalk #NewYearsResolution,Humor,Humor about Recreation and Leisure Resolutions,"Baltimore, MD",MD,South,male,NULL,2014-12-24,10,Wednesday
My #NewYearsResolution  is to not make a New Year's resolution.........crap,Humor,Humor about Health and Fitness Resolutions,"Cleveland, OH",OH,Midwest,male,NULL,2014-12-24,10,Wednesday
It's that time of year! Bring on ur #NewYearsResolution I am going to learn more #glutenfree baking. What's on your list?,Health & Fitness,Improve my body,"Albany, NY",NY,Northeast,female,NULL,2014-12-24,10,Wednesday
New Years Resolution: Direct a French New Wave action film and change my name to Jean-Luc Gohard #NewYearsResolution,Humor,Humor about Career Resolutions,Los Angeles,CA,West,male,NULL,2014-12-24,11,Wednesday
Giving up flakey friends for 2015. #NewYearsResolution,Family/Friends/Relationships,Make new friends,Brooklyn,NY,Northeast,female,NULL,2014-12-24,11,Wednesday
RT @HopeMilbry: @recoveryspirit #NewYearsResolution Learn to take care of myself and do more community service. _Ùª_,Philanthropic,Volunteer more,anderson indiana ‰,IN,Midwest,female,NULL,2014-12-24,11,Wednesday
Saying goodbye to piddley vibes across the board. #NewYearsResolution,Personal Growth,Spend less time on Facebook,Brooklyn,NY,Northeast,female,NULL,2014-12-24,11,Wednesday
Bought  my own Christmas gift.  #NewYearsResolution #healthylifestyle #fitfam #fitness #winterrunning http://t.co/M71PwIhfsU,Health & Fitness,Excersize More,"Moorhead, MN",MN,Midwest,female,NULL,2014-12-24,11,Wednesday
Day #358 of my #NewYearsResolution to tweet @TheEllenShow daily 4 #ShowTickets and/or #12Days tickets! #Anyway #MerryChristmasEve #NextYear,Humor,Other,Las Vegas Nevada,NV,West,male,NULL,2014-12-24,11,Wednesday
